 time            v(stimulus)     v(host)         v(line)         v(sense)
 2.41320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  2.04563007e-16
 2.41820059e-05  3.30000000e+00  0.00000000e+00 -1.45956077e-02 -1.93326878e-16
 2.42320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  1.82707921e-16
 2.42820059e-05  3.30000000e+00  0.00000000e+00 -1.45956077e-02 -1.72672236e-16
 2.43320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  1.63187786e-16
 2.43820059e-05  3.30000000e+00  0.00000000e+00 -1.45956077e-02 -1.54224293e-16
 2.44320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  1.45753142e-16
 2.44820059e-05  3.30000000e+00  0.00000000e+00 -1.45956077e-02 -1.37747290e-16
 2.45320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  1.30181179e-16
 2.45820059e-05  3.30000000e+00  0.00000000e+00 -1.45956077e-02 -1.23030655e-16
 2.46320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  1.16272892e-16
 2.46820059e-05  3.30000000e+00  0.00000000e+00 -1.45956077e-02 -1.09886316e-16
 2.47320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  1.03850538e-16
 2.47820059e-05  3.30000000e+00  0.00000000e+00 -1.45956077e-02 -9.81462901e-17
 2.48320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  9.27553622e-17
 2.48820059e-05  3.30000000e+00  0.00000000e+00 -1.45956077e-02 -8.76605444e-17
 2.49320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  8.28455720e-17
 2.49820059e-05  3.30000000e+00  0.00000000e+00 -1.45956077e-02 -7.82950739e-17
 2.50320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  7.39945232e-17
 2.50820059e-05  3.30000000e+00  0.00000000e+00 -1.45956077e-02 -6.99301909e-17
 2.51320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  6.60891020e-17
 2.51820059e-05  3.30000000e+00  0.00000000e+00 -1.45956077e-02 -6.24589945e-17
 2.52320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  5.90282797e-17
 2.52820059e-05  3.30000000e+00  0.00000000e+00 -1.45956077e-02 -5.57860053e-17
 2.53320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  5.27218209e-17
 2.53820059e-05  3.30000000e+00  0.00000000e+00 -1.45956077e-02 -4.98259444e-17
 2.54320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  4.70891311e-17
 2.54820059e-05  3.30000000e+00  0.00000000e+00 -1.45956077e-02 -4.45026440e-17
 2.55320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  4.20582261e-17
 2.55820059e-05  3.30000000e+00  0.00000000e+00 -1.45956077e-02 -3.97480739e-17
 2.56320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  3.75648126e-17
 2.56820059e-05  3.30000000e+00  0.00000000e+00 -1.45956077e-02 -3.55014723e-17
 2.57320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  3.35514661e-17
 2.57820059e-05  3.30000000e+00  0.00000000e+00 -1.45956077e-02 -3.17085687e-17
 2.58320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  2.99668971e-17
 2.58820059e-05  3.30000000e+00  0.00000000e+00 -1.45956077e-02 -2.83208911e-17
 2.59320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  2.67652961e-17
 2.59820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -2.52951460e-17
 2.60320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  2.39057475e-17
 2.60820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -2.25926651e-17
 2.61320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  2.13517071e-17
 2.61820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -2.01789117e-17
 2.62320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  1.90705350e-17
 2.62820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -1.80230387e-17
 2.63320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  1.70330787e-17
 2.63820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -1.60974947e-17
 2.64320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  1.52132999e-17
 2.64820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -1.43776718e-17
 2.65320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  1.35879426e-17
 2.65820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -1.28415912e-17
 2.66320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  1.21362350e-17
 2.66820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -1.14696223e-17
 2.67320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  1.08396249e-17
 2.67820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -1.02442317e-17
 2.68320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  9.68154187e-18
 2.68820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -9.14975922e-18
 2.69320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  8.64718605e-18
 2.69820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -8.17221795e-18
 2.70320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  7.72333866e-18
 2.70820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -7.29911516e-18
 2.71320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  6.89819320e-18
 2.71820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -6.51929286e-18
 2.72320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  6.16120457e-18
 2.72820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -5.82278516e-18
 2.73320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  5.50295427e-18
 2.73820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -5.20069089e-18
 2.74320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  4.91503007e-18
 2.74820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -4.64505987e-18
 2.75320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  4.38991846e-18
 2.75820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -4.14879133e-18
 2.76320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  3.92090869e-18
 2.76820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -3.70554308e-18
 2.77320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  3.50200695e-18
 2.77820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -3.30965055e-18
 2.78320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  3.12785981e-18
 2.78820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -2.95605436e-18
 2.79320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  2.79368576e-18
 2.79820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -2.64023566e-18
 2.80320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  2.49521418e-18
 2.80820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -2.35815836e-18
 2.81320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  2.22863068e-18
 2.81820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -2.10621762e-18
 2.82320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  1.99052841e-18
 2.82820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -1.88119371e-18
 2.83320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  1.77786449e-18
 2.83820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -1.68021088e-18
 2.84320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  1.58792114e-18
 2.84820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -1.50070064e-18
 2.85320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  1.41827094e-18
 2.85820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -1.34036890e-18
 2.86320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  1.26674582e-18
 2.86820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -1.19716667e-18
 2.87320059e-05  3.30000000e+00  0.00000000e+00 -1.45956035e-02  1.13140933e-18
 2.87820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -1.06926387e-18
 2.88320059e-05  3.30000000e+00  0.00000000e+00 -1.45956036e-02  1.01053191e-18
 2.88820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -9.55025940e-19
 2.89320059e-05  3.30000000e+00  0.00000000e+00 -1.45956036e-02  9.02568777e-19
 2.89820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -8.52992953e-19
 2.90320059e-05  3.30000000e+00  0.00000000e+00 -1.45956036e-02  8.06140204e-19
 2.90820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -7.61860958e-19
 2.91320059e-05  3.30000000e+00  0.00000000e+00 -1.45956036e-02  7.20013859e-19
 2.91820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -6.80465316e-19
 2.92320059e-05  3.30000000e+00  0.00000000e+00 -1.45956036e-02  6.43089074e-19
 2.92820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -6.07765815e-19
 2.93320059e-05  3.30000000e+00  0.00000000e+00 -1.45956036e-02  5.74382773e-19
 2.93820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -5.42833378e-19
 2.94320059e-05  3.30000000e+00  0.00000000e+00 -1.45956036e-02  5.13016911e-19
 2.94820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -4.84838187e-19
 2.95320059e-05  3.30000000e+00  0.00000000e+00 -1.45956036e-02  4.58207250e-19
 2.95820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -4.33039082e-19
 2.96320059e-05  3.30000000e+00  0.00000000e+00 -1.45956036e-02  4.09253339e-19
 2.96820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -3.86774086e-19
 2.97320059e-05  3.30000000e+00  0.00000000e+00 -1.45956036e-02  3.65529562e-19
 2.97820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -3.45451946e-19
 2.98320059e-05  3.30000000e+00  0.00000000e+00 -1.45956036e-02  3.26477143e-19
 2.98820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -3.08544578e-19
 2.99320059e-05  3.30000000e+00  0.00000000e+00 -1.45956036e-02  2.91597004e-19
 2.99820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -2.75580316e-19
 3.00320059e-05  3.30000000e+00  0.00000000e+00 -1.45956036e-02  2.60443385e-19
 3.00820059e-05  3.30000000e+00  0.00000000e+00 -1.45956076e-02 -2.46137888e-19
 3.01000000e-05  3.30000000e+00  0.00000000e+00 -1.45956036e-02  2.10320370e-19
 3.01015906e-05  3.24750984e+00  0.00000000e+00 -1.45650728e-02  6.46533561e-20
 3.01047718e-05  3.14252951e+00  0.00000000e+00 -1.44054548e-02 -2.49039352e-20
 3.01111343e-05  2.93256885e+00  0.00000000e+00 -1.34442297e-02  1.58579799e-20
 3.01197447e-05  2.64842478e+00  0.00000000e+00 -1.10158475e-02 -1.13898030e-20
 3.01298379e-05  2.31534947e+00  0.00000000e+00 -7.01223298e-03  8.59418688e-21
 3.01410387e-05  1.94572132e+00  0.00000000e+00 -1.25318557e-03 -6.67000329e-21
 3.01558079e-05  1.45833891e+00  0.00000000e+00  9.02566307e-03  5.50595480e-21
 3.01712202e-05  9.49732766e-01  0.00000000e+00  2.47342731e-02 -4.58178835e-21
 3.01858768e-05  4.66065489e-01  0.00000000e+00  4.66100951e-02  3.77657271e-21
 3.01974228e-05  8.50479864e-02  0.00000000e+00  6.77492473e-02 -2.95354321e-21
 3.02000000e-05  0.00000000e+00  0.00000000e+00  7.26441261e-02  8.62736319e-22
 3.02012732e-05  0.00000000e+00  0.00000000e+00  7.50683208e-02  3.07747602e-22
 3.02038195e-05  0.00000000e+00  0.00000000e+00  7.99360967e-02 -8.81936444e-23
 3.02089121e-05  0.00000000e+00  0.00000000e+00  8.97707294e-02  4.99050031e-23
 3.02169149e-05  0.00000000e+00  0.00000000e+00  1.05437388e-01 -3.49360383e-23
 3.02234463e-05  0.00000000e+00  0.00000000e+00  1.18365883e-01  2.25160776e-23
 3.02298055e-05  0.00000000e+00  0.00000000e+00  1.31034133e-01 -1.43340346e-23
 3.02362481e-05  0.00000000e+00  0.00000000e+00  1.43919844e-01  9.18059518e-24
 3.02427642e-05  0.00000000e+00  0.00000000e+00  1.56980546e-01 -5.91049014e-24
 3.02501522e-05  0.00000000e+00  0.00000000e+00  1.71800437e-01  4.01380170e-24
 3.02580731e-05  0.00000000e+00  0.00000000e+00  1.87681431e-01 -2.79930850e-24
 3.02661386e-05  0.00000000e+00  0.00000000e+00  2.03827393e-01  1.96522326e-24
 3.02744033e-05  0.00000000e+00  0.00000000e+00  2.20334096e-01 -1.39171422e-24
 3.02831614e-05  0.00000000e+00  0.00000000e+00  2.37775914e-01  1.00527680e-24
 3.02928721e-05  0.00000000e+00  0.00000000e+00  2.57047474e-01 -7.50046290e-25
 3.03037627e-05  0.00000000e+00  0.00000000e+00  2.78571694e-01  5.77881605e-25
 3.03163289e-05  0.00000000e+00  0.00000000e+00  3.03286175e-01 -4.61134887e-25
 3.03313843e-05  0.00000000e+00  0.00000000e+00  3.32722894e-01  3.82056824e-25
 3.03499809e-05  0.00000000e+00  0.00000000e+00  3.68820495e-01 -3.28134737e-25
 3.03746012e-05  0.00000000e+00  0.00000000e+00  4.16165473e-01  2.92539283e-25
 3.04077513e-05  0.00000000e+00  0.00000000e+00  4.79118886e-01 -2.68637083e-25
 3.04577513e-05  0.00000000e+00  0.00000000e+00  5.72370181e-01  2.53881526e-25
 3.05077513e-05  0.00000000e+00  0.00000000e+00  6.63610348e-01 -2.39936455e-25
 3.05577513e-05  0.00000000e+00  0.00000000e+00  7.52880849e-01  2.26757352e-25
 3.06077513e-05  0.00000000e+00  0.00000000e+00  8.40222688e-01 -2.14302143e-25
 3.06577513e-05  0.00000000e+00  0.00000000e+00  9.25676343e-01  2.02531067e-25
 3.07077513e-05  0.00000000e+00  0.00000000e+00  1.00928161e+00 -1.91406547e-25
 3.07577513e-05  0.00000000e+00  0.00000000e+00  1.09107768e+00  1.80893069e-25
 3.08077513e-05  0.00000000e+00  0.00000000e+00  1.17110296e+00 -1.70957069e-25
 3.08577513e-05  0.00000000e+00  0.00000000e+00  1.24939523e+00  1.61566829e-25
 3.09077513e-05  0.00000000e+00  0.00000000e+00  1.32599148e+00 -1.52692371e-25
 3.09577513e-05  0.00000000e+00  0.00000000e+00  1.40092802e+00  1.44305365e-25
 3.10077513e-05  0.00000000e+00  0.00000000e+00  1.47424042e+00 -1.36379035e-25
 3.10577513e-05  0.00000000e+00  0.00000000e+00  1.54596356e+00  1.28888079e-25
 3.11077513e-05  0.00000000e+00  0.00000000e+00  1.61613157e+00 -1.21808582e-25
 3.11267397e-05  0.00000000e+00  0.00000000e+00  1.64237771e+00  1.04947132e-25
 3.11351560e-05  0.00000000e+00  0.00000000e+00  1.65394115e+00 -7.47929618e-26
 3.11443715e-05  0.00000000e+00  0.00000000e+00  1.66655384e+00  5.49190621e-26
 3.11494982e-05  0.00000000e+00  0.00000000e+00  1.67354836e+00 -3.12005262e-26
 3.11552065e-05  0.00000000e+00  0.00000000e+00  1.68131788e+00  1.88262258e-26
 3.11666230e-05  0.00000000e+00  0.00000000e+00  1.69679870e+00 -1.46820308e-26
 3.11894562e-05  0.00000000e+00  0.00000000e+00  1.72752894e+00  1.29719523e-26
 3.12351224e-05  0.00000000e+00  0.00000000e+00  1.78807535e+00 -1.21938458e-26
 3.12516171e-05  0.00000000e+00  0.00000000e+00  1.80964769e+00 -4.77982320e-13
 3.12622473e-05  0.00000000e+00  0.00000000e+00  1.82346780e+00 -5.50273317e-13
 3.12658974e-05  0.00000000e+00  0.00000000e+00  1.82819836e+00 -5.05122125e-13
 3.12674505e-05  0.00000000e+00  0.00000000e+00  1.83020881e+00 -5.19601985e-13
 3.12680608e-05  0.00000000e+00  0.00000000e+00  1.83099856e+00 -5.19099272e-13
 3.12683077e-05  0.00000000e+00  0.00000000e+00  1.83131789e+00  6.65126833e-02
 3.12685304e-05  0.00000000e+00  0.00000000e+00  1.83160594e+00  1.84328714e-01
 3.12686679e-05  0.00000000e+00  0.00000000e+00  1.83178386e+00  2.54949443e-01
 3.12688184e-05  0.00000000e+00  0.00000000e+00  1.83197844e+00  3.30352925e-01
 3.12691192e-05  0.00000000e+00  0.00000000e+00  1.83236754e+00  4.75626828e-01
 3.12697210e-05  0.00000000e+00  0.00000000e+00  1.83314561e+00  7.45363455e-01
 3.12709245e-05  0.00000000e+00  0.00000000e+00  1.83470111e+00  1.21107674e+00
 3.12733316e-05  0.00000000e+00  0.00000000e+00  1.83780967e+00  1.90907976e+00
 3.12757096e-05  0.00000000e+00  0.00000000e+00  1.84087743e+00  2.36916082e+00
 3.12789809e-05  0.00000000e+00  0.00000000e+00  1.84509249e+00  2.76795322e+00
 3.12822836e-05  0.00000000e+00  0.00000000e+00  1.84934185e+00  2.99760893e+00
 3.12868368e-05  0.00000000e+00  0.00000000e+00  1.85519002e+00  3.16396103e+00
 3.12918008e-05  0.00000000e+00  0.00000000e+00  1.86155255e+00  3.24357554e+00
 3.12988084e-05  0.00000000e+00  0.00000000e+00  1.87051088e+00  3.28517955e+00
 3.13072328e-05  0.00000000e+00  0.00000000e+00  1.88124392e+00  3.29740529e+00
 3.13203935e-05  0.00000000e+00  0.00000000e+00  1.89793219e+00  3.30011968e+00
 3.13396096e-05  0.00000000e+00  0.00000000e+00  1.92212656e+00  3.29997233e+00
 3.13780418e-05  0.00000000e+00  0.00000000e+00  1.96990846e+00  3.30001450e+00
 3.14280418e-05  0.00000000e+00  0.00000000e+00  2.03087937e+00  3.29999111e+00
 3.14780418e-05  0.00000000e+00  0.00000000e+00  2.09052699e+00  3.30000544e+00
 3.15280418e-05  0.00000000e+00  0.00000000e+00  2.14887990e+00  3.29999666e+00
 3.15780418e-05  0.00000000e+00  0.00000000e+00  2.20596611e+00  3.30000204e+00
 3.16280418e-05  0.00000000e+00  0.00000000e+00  2.26181299e+00  3.29999874e+00
 3.16780418e-05  0.00000000e+00  0.00000000e+00  2.31644737e+00  3.30000077e+00
 3.17280418e-05  0.00000000e+00  0.00000000e+00  2.36989549e+00  3.29999953e+00
 3.17780418e-05  0.00000000e+00  0.00000000e+00  2.42218302e+00  3.30000029e+00
 3.18280418e-05  0.00000000e+00  0.00000000e+00  2.47333509e+00  3.29999982e+00
 3.18780418e-05  0.00000000e+00  0.00000000e+00  2.52337630e+00  3.30000011e+00
 3.19280418e-05  0.00000000e+00  0.00000000e+00  2.57233069e+00  3.29999993e+00
 3.19780418e-05  0.00000000e+00  0.00000000e+00  2.62022183e+00  3.30000004e+00
 3.20280418e-05  0.00000000e+00  0.00000000e+00  2.66707268e+00  3.29999997e+00
 3.20780418e-05  0.00000000e+00  0.00000000e+00  2.71290578e+00  3.30000001e+00
 3.21280418e-05  0.00000000e+00  0.00000000e+00  2.75774327e+00  3.29999999e+00
 3.21780418e-05  0.00000000e+00  0.00000000e+00  2.80160674e+00  3.30000000e+00
 3.22280418e-05  0.00000000e+00  0.00000000e+00  2.84451731e+00  3.29999999e+00
 3.22780418e-05  0.00000000e+00  0.00000000e+00  2.88649565e+00  3.30000000e+00
 3.23280418e-05  0.00000000e+00  0.00000000e+00  2.92756197e+00  3.30000000e+00
 3.23780418e-05  0.00000000e+00  0.00000000e+00  2.96773606e+00  3.30000000e+00
 3.24280418e-05  0.00000000e+00  0.00000000e+00  3.00703726e+00  3.30000000e+00
 3.24780418e-05  0.00000000e+00  0.00000000e+00  3.04548453e+00  3.30000000e+00
 3.25280418e-05  0.00000000e+00  0.00000000e+00  3.08309637e+00  3.30000000e+00
 3.25780418e-05  0.00000000e+00  0.00000000e+00  3.11989093e+00  3.30000000e+00
 3.26280418e-05  0.00000000e+00  0.00000000e+00  3.15588594e+00  3.30000000e+00
 3.26780418e-05  0.00000000e+00  0.00000000e+00  3.19109875e+00  3.30000000e+00
 3.27280418e-05  0.00000000e+00  0.00000000e+00  3.22554634e+00  3.30000000e+00
 3.27780418e-05  0.00000000e+00  0.00000000e+00  3.25924532e+00  3.30000000e+00
 3.28280418e-05  0.00000000e+00  0.00000000e+00  3.29221193e+00  3.30000000e+00
 3.28780418e-05  0.00000000e+00  0.00000000e+00  3.32446209e+00  3.30000000e+00
 3.29280418e-05  0.00000000e+00  0.00000000e+00  3.35601134e+00  3.30000000e+00
 3.29780418e-05  0.00000000e+00  0.00000000e+00  3.38687490e+00  3.30000000e+00
 3.30280418e-05  0.00000000e+00  0.00000000e+00  3.41706766e+00  3.30000000e+00
 3.30780418e-05  0.00000000e+00  0.00000000e+00  3.44660419e+00  3.30000000e+00
 3.31280418e-05  0.00000000e+00  0.00000000e+00  3.47549873e+00  3.30000000e+00
 3.31780418e-05  0.00000000e+00  0.00000000e+00  3.50376523e+00  3.30000000e+00
 3.32280418e-05  0.00000000e+00  0.00000000e+00  3.53141733e+00  3.30000000e+00
 3.32780418e-05  0.00000000e+00  0.00000000e+00  3.55846838e+00  3.30000000e+00
 3.33280418e-05  0.00000000e+00  0.00000000e+00  3.58493141e+00  3.30000000e+00
 3.33780418e-05  0.00000000e+00  0.00000000e+00  3.61081923e+00  3.30000000e+00
 3.34280418e-05  0.00000000e+00  0.00000000e+00  3.63614430e+00  3.30000000e+00
 3.34780418e-05  0.00000000e+00  0.00000000e+00  3.66091886e+00  3.30000000e+00
 3.35280418e-05  0.00000000e+00  0.00000000e+00  3.68515487e+00  3.30000000e+00
 3.35780418e-05  0.00000000e+00  0.00000000e+00  3.70886403e+00  3.30000000e+00
 3.36280418e-05  0.00000000e+00  0.00000000e+00  3.73205778e+00  3.30000000e+00
 3.36780418e-05  0.00000000e+00  0.00000000e+00  3.75474732e+00  3.30000000e+00
 3.37280418e-05  0.00000000e+00  0.00000000e+00  3.77694360e+00  3.30000000e+00
 3.37780418e-05  0.00000000e+00  0.00000000e+00  3.79865735e+00  3.30000000e+00
 3.38280418e-05  0.00000000e+00  0.00000000e+00  3.81989904e+00  3.30000000e+00
 3.38780418e-05  0.00000000e+00  0.00000000e+00  3.84067894e+00  3.30000000e+00
 3.39280418e-05  0.00000000e+00  0.00000000e+00  3.86100707e+00  3.30000000e+00
 3.39780418e-05  0.00000000e+00  0.00000000e+00  3.88089326e+00  3.30000000e+00
 3.40280418e-05  0.00000000e+00  0.00000000e+00  3.90034711e+00  3.30000000e+00
 3.40780418e-05  0.00000000e+00  0.00000000e+00  3.91937801e+00  3.30000000e+00
 3.41280418e-05  0.00000000e+00  0.00000000e+00  3.93799515e+00  3.30000000e+00
 3.41780418e-05  0.00000000e+00  0.00000000e+00  3.95620753e+00  3.30000000e+00
 3.42280418e-05  0.00000000e+00  0.00000000e+00  3.97402394e+00  3.30000000e+00
 3.42780418e-05  0.00000000e+00  0.00000000e+00  3.99145300e+00  3.30000000e+00
 3.43280418e-05  0.00000000e+00  0.00000000e+00  4.00850310e+00  3.30000000e+00
 3.43780418e-05  0.00000000e+00  0.00000000e+00  4.02518250e+00  3.30000000e+00
 3.44280418e-05  0.00000000e+00  0.00000000e+00  4.04149925e+00  3.30000000e+00
 3.44780418e-05  0.00000000e+00  0.00000000e+00  4.05746123e+00  3.30000000e+00
 3.45280418e-05  0.00000000e+00  0.00000000e+00  4.07307615e+00  3.30000000e+00
 3.45780418e-05  0.00000000e+00  0.00000000e+00  4.08835156e+00  3.30000000e+00
 3.46280418e-05  0.00000000e+00  0.00000000e+00  4.10329483e+00  3.30000000e+00
 3.46780418e-05  0.00000000e+00  0.00000000e+00  4.11791319e+00  3.30000000e+00
 3.47280418e-05  0.00000000e+00  0.00000000e+00  4.13221369e+00  3.30000000e+00
 3.47780418e-05  0.00000000e+00  0.00000000e+00  4.14620325e+00  3.30000000e+00
 3.48280418e-05  0.00000000e+00  0.00000000e+00  4.15988862e+00  3.30000000e+00
 3.48780418e-05  0.00000000e+00  0.00000000e+00  4.17327642e+00  3.30000000e+00
 3.49280418e-05  0.00000000e+00  0.00000000e+00  4.18637312e+00  3.30000000e+00
 3.49780418e-05  0.00000000e+00  0.00000000e+00  4.19918504e+00  3.30000000e+00
 3.50280418e-05  0.00000000e+00  0.00000000e+00  4.21171837e+00  3.30000000e+00
 3.50780418e-05  0.00000000e+00  0.00000000e+00  4.22397918e+00  3.30000000e+00
 3.51280418e-05  0.00000000e+00  0.00000000e+00  4.23597338e+00  3.30000000e+00
 3.51780418e-05  0.00000000e+00  0.00000000e+00  4.24770677e+00  3.30000000e+00
 3.52280418e-05  0.00000000e+00  0.00000000e+00  4.25918502e+00  3.30000000e+00
 3.52780418e-05  0.00000000e+00  0.00000000e+00  4.27041368e+00  3.30000000e+00
 3.53280418e-05  0.00000000e+00  0.00000000e+00  4.28139816e+00  3.30000000e+00
 3.53780418e-05  0.00000000e+00  0.00000000e+00  4.29214380e+00  3.30000000e+00
 3.54280418e-05  0.00000000e+00  0.00000000e+00  4.30265576e+00  3.30000000e+00
 3.54780418e-05  0.00000000e+00  0.00000000e+00  4.31293914e+00  3.30000000e+00
 3.55280418e-05  0.00000000e+00  0.00000000e+00  4.32299891e+00  3.30000000e+00
 3.55780418e-05  0.00000000e+00  0.00000000e+00  4.33283992e+00  3.30000000e+00
 3.56280418e-05  0.00000000e+00  0.00000000e+00  4.34246693e+00  3.30000000e+00
 3.56780418e-05  0.00000000e+00  0.00000000e+00  4.35188460e+00  3.30000000e+00
 3.57280418e-05  0.00000000e+00  0.00000000e+00  4.36109746e+00  3.30000000e+00
 3.57780418e-05  0.00000000e+00  0.00000000e+00  4.37011000e+00  3.30000000e+00
 3.58280418e-05  0.00000000e+00  0.00000000e+00  4.37892654e+00  3.30000000e+00
 3.58780418e-05  0.00000000e+00  0.00000000e+00  4.38755136e+00  3.30000000e+00
 3.59280418e-05  0.00000000e+00  0.00000000e+00  4.39598862e+00  3.30000000e+00
 3.59780418e-05  0.00000000e+00  0.00000000e+00  4.40424241e+00  3.30000000e+00
 3.60280418e-05  0.00000000e+00  0.00000000e+00  4.41231670e+00  3.30000000e+00
 3.60780418e-05  0.00000000e+00  0.00000000e+00  4.42021541e+00  3.30000000e+00
 3.61280418e-05  0.00000000e+00  0.00000000e+00  4.42794235e+00  3.30000000e+00
 3.61780418e-05  0.00000000e+00  0.00000000e+00  4.43550126e+00  3.30000000e+00
 3.62280418e-05  0.00000000e+00  0.00000000e+00  4.44289578e+00  3.30000000e+00
 3.62780418e-05  0.00000000e+00  0.00000000e+00  4.45012951e+00  3.30000000e+00
 3.63280418e-05  0.00000000e+00  0.00000000e+00  4.45720592e+00  3.30000000e+00
 3.63780418e-05  0.00000000e+00  0.00000000e+00  4.46412844e+00  3.30000000e+00
 3.64280418e-05  0.00000000e+00  0.00000000e+00  4.47090042e+00  3.30000000e+00
 3.64780418e-05  0.00000000e+00  0.00000000e+00  4.47752513e+00  3.30000000e+00
